,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9,Trial10,Trial11,Trial12,Trial13,Trial14,Trial15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
3,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
4,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
5,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
6,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0
7,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
8,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0
9,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0
10,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0
11,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0
12,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,7.0,6.0,5.0,5.0
13,5.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,7.0,6.0,6.0,5.0
14,6.0,7.0,4.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,5.0
15,6.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0
16,6.0,7.0,5.0,6.0,6.0,8.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,7.0,7.0,6.0
